	ggal_miRb21_bbmap_1	ggal_miRb21_bbmap_10	ggal_miRb21_bbmap_11	ggal_miRb21_bbmap_12	ggal_miRb21_bbmap_2	ggal_miRb21_bbmap_3	ggal_miRb21_bbmap_4	ggal_miRb21_bbmap_5	ggal_miRb21_bbmap_6	ggal_miRb21_bbmap_7	ggal_miRb21_bbmap_8	ggal_miRb21_bbmap_9
gga-let-7f	75911	14639	54596	72344	88280	98327	51912	49579	22374	18424	37260	52140
gga-miR-1737	1	1	7	13	3	2	1	6	4	1	7	2
gga-miR-551	308	258	665	1048	1004	883	1114	1478	213	98	230	356
gga-miR-6560	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6612	7	4	8	0	0	0	23	14	14	2	22	0
gga-miR-1599	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6657	1	0	2	5	0	2	5	1	1	2	0	0
gga-miR-7473	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1676	0	0	0	0	0	0	1	0	0	0	0	0
gga-miR-7450	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-142	5575	3840	11317	20650	10361	6821	34844	9130	7623	5650	2378	4240
gga-miR-1452	0	1	0	0	1	3	0	1	0	0	1	0
gga-miR-1671	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6625	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7452	1	0	0	0	1	0	0	1	0	0	0	0
gga-miR-1451	17	12	26	71	32	49	36	21	15	13	20	20
gga-miR-6700	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-107	1443	738	2030	3513	1555	1727	1227	1591	536	438	1463	1753
gga-miR-3531	7	6	17	35	12	7	4	17	6	2	13	14
gga-miR-7453	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1769	0	0	3	2	0	11	4	1	0	0	0	0
gga-miR-6586	0	2	0	0	0	4	0	3	1	0	2	0
gga-miR-1581	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6622	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-124a	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7438	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-181b-2	18	2	12	6	16	13	4	6	2	7	9	9
gga-miR-1773	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6703	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1683	0	0	0	0	0	0	0	0	0	0	0	1
gga-miR-3526	1	1	0	1	12	0	1	1	3	15	1	0
gga-miR-1587	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-3530	11	7	13	49	16	20	22	18	7	1	17	9
gga-miR-1678	0	0	0	0	0	0	0	0	1	0	0	0
gga-miR-1730	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1708	1	0	1	2	0	0	0	0	0	0	0	0
gga-miR-6620	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-29a	4272	1615	6943	3199	5420	9713	4552	2876	1110	1881	4751	7643
gga-miR-6581	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6624	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1306	11	1	12	23	7	9	6	9	1	1	8	11
gga-miR-142	637	569	1649	3351	1763	717	4859	1418	696	816	437	525
gga-miR-7447	0	0	0	0	1	0	0	0	0	0	0	0
gga-miR-6677	0	0	1	5	0	0	0	0	0	1	0	1
gga-miR-1764	5	1	4	12	3	8	4	9	0	2	2	5
gga-miR-458a	404	304	409	725	1314	377	321	755	245	233	369	224
gga-miR-2127	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-26a	50769	30045	92617	165201	72932	131379	60745	83043	29073	16709	43590	75855
gga-miR-6669	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7444	0	0	0	0	0	0	0	2	0	0	6	0
gga-miR-18b	2544	732	2228	1982	3124	3077	4363	2348	1409	1088	2251	1866
gga-miR-15b	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-3537	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1553	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-216c	0	0	2	0	0	1	0	0	0	0	1	0
gga-miR-6714	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6633	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-2131	118	13	61	170	138	250	57	56	47	30	142	58
gga-miR-6629	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1625	0	0	2	2	0	1	3	1	1	1	0	1
gga-miR-33	1593	357	1513	609	1948	2492	1377	1252	527	840	1628	1623
gga-miR-3534	0	0	1	6	2	1	0	2	0	0	1	2
gga-miR-7465	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-133c	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7451	0	2	2	4	0	1	2	2	2	2	0	2
gga-miR-1803	1	0	3	12	3	3	1	5	2	0	2	2
gga-miR-6708	0	0	0	0	3	0	0	0	0	0	0	0
gga-miR-6568	3	1	12	10	3	5	5	8	3	3	2	5
gga-miR-1775	0	0	0	2	0	0	0	1	0	0	0	0
gga-miR-7440	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7480	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1757	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-219b	230	138	408	1323	306	354	446	491	265	87	249	228
gga-miR-7478	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-133a	30	9	24	32	35	13	42	69	430	9	57	20
gga-miR-1780	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6648	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1631	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-125b	445226	215405	667416	1101114	533291	502867	451956	435524	182163	43757	233546	444076
gga-miR-6554	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1572	8	1	7	15	6	12	10	5	3	4	2	5
gga-miR-29b-1	35	8	45	47	44	50	19	32	9	6	27	20
gga-miR-1793	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-3064	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6679	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-27b	14	7	29	40	23	28	17	18	15	4	19	19
gga-miR-9	80	12	228	29	60	83	4	30	8	36	28	181
gga-miR-1812	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1663	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-23b	10295	2365	6585	15772	10291	19592	5243	4995	2916	3529	12622	6512
gga-miR-6615	0	1	4	9	4	2	1	2	3	1	0	1
gga-miR-1704	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1666	0	0	0	0	0	0	0	1	0	0	0	0
gga-miR-456	268	48	240	341	258	389	181	217	64	46	125	178
gga-miR-1633	0	0	0	0	0	0	1	0	0	0	0	0
gga-miR-1591	0	0	0	0	0	0	0	2	0	0	0	0
gga-miR-6558	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6549	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6516	4	0	2	2	5	7	0	5	1	3	4	2
gga-miR-1721	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-218	1	0	4	3	4	3	3	3	1	0	2	2
gga-miR-30c-1	145	55	241	609	208	192	212	235	126	56	97	201
gga-miR-6547	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7444	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1714	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1756b	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6687	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6580	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6548	84	30	47	311	69	68	95	34	39	10	57	47
gga-miR-22	297	123	204	120	368	205	235	165	85	79	143	247
gga-miR-1616	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-16	12118	3389	11927	34981	21634	21543	17299	16574	8274	5887	12705	10680
gga-miR-125b	963	329	971	1417	1232	1459	934	864	468	180	816	864
gga-miR-1b	1	0	0	1	1	0	0	0	0	0	0	0
gga-miR-1641	0	1	2	1	1	6	2	2	0	0	0	3
gga-miR-6577	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6575	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-24	14148	5734	15368	25638	21355	27803	16372	17521	9636	5089	19500	16516
gga-miR-1801	1	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6688	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6660	0	0	1	6	0	0	0	1	0	1	1	1
gga-miR-6701	1	0	1	0	0	0	1	0	0	0	0	1
gga-miR-103-2	5	1	2	2	2	5	2	2	1	2	3	2
gga-miR-187	26978	5184	21401	34601	30534	32535	19306	27286	11733	4140	24043	22462
gga-miR-2131	1745	409	1060	5332	2081	3264	1659	1442	1552	405	1855	989
gga-miR-3594	1	0	2	0	0	0	0	0	0	0	0	0
gga-miR-7437	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6704	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-184	294	125	305	1840	422	2266	571	492	973	101	289	307
gga-miR-1578	0	0	0	0	0	0	0	0	0	0	0	1
gga-miR-221	1469	608	1510	2131	1604	1507	2364	1582	742	486	1368	980
gga-miR-1610	0	0	2	0	0	0	0	0	1	0	0	0
gga-miR-1602	1	1	1	35	3	5	10	9	6	0	2	1
gga-miR-16-2	0	1	2	1	1	3	7	2	0	1	2	0
gga-miR-456	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-17	16048	8166	18968	35126	24521	29215	22571	18492	9212	6398	16392	16515
gga-miR-1586	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7446	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-181a	18616	7392	34782	36647	15668	22073	17614	21545	11760	4998	20364	32415
gga-miR-490	6	0	1	5	4	2	5	8	3	0	7	9
gga-miR-6573	0	1	0	0	0	0	0	0	0	0	0	0
gga-miR-7471	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6596	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6630	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-17	2225	658	1627	2648	2760	2872	2094	1638	712	640	1995	1903
gga-miR-7459	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1598	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-3535	6	1	0	0	6	4	2	1	2	0	5	1
gga-miR-3540	1	2	4	1	2	5	1	1	1	0	0	3
gga-let-7f	49	22	75	101	94	189	44	46	7	21	76	57
gga-miR-101-1	1	0	2	3	6	1	4	4	2	0	1	2
gga-miR-6645	9	0	4	17	4	0	1	8	2	0	4	9
gga-miR-7467	3	2	5	23	15	4	9	5	0	0	8	5
gga-miR-301a	1	0	0	3	1	1	0	1	0	6	3	2
gga-miR-6545	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1624	0	0	1	0	0	0	0	0	0	0	0	0
gga-miR-1787	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1623	0	0	1	2	0	1	0	0	0	0	0	0
gga-miR-146b	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6647	0	0	0	0	0	0	0	0	0	0	0	0
gga-let-7k	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6599	0	0	0	0	1	0	0	2	0	0	1	0
gga-miR-1786	5	0	2	1	4	1	3	1	0	1	1	2
gga-miR-7451	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1579	0	0	1	0	0	0	1	0	0	2	0	0
gga-miR-126	65236	15523	32077	126861	56907	64055	54768	52934	36607	15139	50643	29174
gga-miR-1595	0	0	2	4	0	0	0	0	0	0	1	0
gga-miR-455	2586	429	1606	2950	2570	3118	1343	1320	1179	541	1928	1707
gga-miR-3524b	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6682	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1765	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-451	4719	5984	10291	26857	7703	7263	13155	17155	14573	3107	17148	15458
gga-miR-1707	0	0	0	0	1	1	0	0	0	0	0	3
gga-miR-1705	0	1	0	1	1	0	0	0	0	0	0	0
gga-miR-6648	1	0	1	0	1	0	2	1	1	0	2	1
gga-miR-1643	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1573	5	0	1	17	2	8	2	9	0	0	2	4
gga-miR-1735	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1589	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6597	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1658	0	0	0	0	0	0	0	0	0	0	0	0
gga-let-7c	27313	4875	32528	50716	42055	62647	18109	34614	11432	8877	21995	22690
gga-miR-1790	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7455	0	0	0	1	0	0	0	0	0	0	0	0
gga-miR-1680	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1658	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-215	46	6	35	86	59	75	43	66	54	15	47	26
gga-miR-206	23	4	18	162	31	139	24	32	179	10	37	13
gga-miR-6678	0	0	0	0	0	0	0	0	0	0	0	0
gga-let-7b	19450	3324	25934	50126	25442	57745	15156	24540	7710	4287	16344	15781
gga-miR-16-1	2	2	4	8	7	6	6	3	1	0	9	2
gga-miR-2188	1911	1450	3730	12165	5158	7384	3177	5835	1630	481	5632	5226
gga-miR-6567	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-128	12061	3492	6334	5049	17269	11301	9026	5874	2788	2569	5450	7760
gga-miR-6581	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7452	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-7478	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-183	214580	50006	156365	277269	231687	335637	149003	145010	63276	42183	166967	171325
gga-miR-221	35	19	36	20	73	43	42	30	14	25	52	30
gga-let-7a	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6598	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6700	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-32	1	0	1	0	2	0	0	0	0	0	0	0
gga-miR-6621	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-222b	344	377	1152	1532	913	1066	2706	540	195	444	374	353
gga-miR-7458	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1693	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-146a	51	17	39	30	62	27	86	32	9	1	6	18
gga-miR-147	176	79	109	142	259	153	605	127	87	25	51	69
gga-miR-1626	0	0	0	1	0	0	0	1	0	0	0	0
gga-miR-1665	0	0	0	0	1	0	0	0	0	0	0	0
gga-miR-6695	0	0	1	3	1	1	1	0	0	0	0	0
gga-miR-7456	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6641	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6669	1	1	0	1	0	1	0	0	0	1	1	1
gga-miR-1728	0	0	1	0	0	2	0	0	0	0	0	1
gga-miR-15a	14295	2926	5229	5429	13707	7676	10119	5947	4178	4425	7965	6191
gga-miR-10a	35	22	17	31	25	24	49	37	15	11	25	26
gga-miR-1802	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-6667	0	0	0	0	0	0	0	0	0	0	0	0
gga-miR-1716	0	0	0	2	0	0	0	0	0	0	0	3
gga-miR-135a-1	156	50	177	150	185	296	118	134	52	48	131	164
gga-miR-6705	0	0	0	4	0	0	0	0	0	0	0	0
gga-miR-6663	13	0	16	35	21	4	3	4	3	5	8	6
gga-miR-6584	0	0	0	0	0	0	0	0	0	0	0	0
