gene_id,UP_90_10_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_11_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_12_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_1_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_2_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_3_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_4_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_5_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_6_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_7_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_8_IonXpressRNA.Aligned.sortedByCoord.out,UP_90_9_IonXpressRNA.Aligned.sortedByCoord.out
ENSGALG00000000657,1192,2003,941,1892,834,3379,1274,1488,1861,855,1390,1593
ENSGALG00000050174,3,5,2,15,0,25,11,4,7,5,7,4
ENSGALG00000049624,0,0,0,1,1,0,1,1,4,1,1,0
ENSGALG00000049625,205,277,139,128,110,229,155,281,386,227,184,169
ENSGALG00000049626,557,556,151,388,90,1164,196,121,731,180,418,142
ENSGALG00000049627,1,1,0,1,0,0,0,1,0,1,1,0
ENSGALG00000049620,1,1,0,1,1,1,1,1,0,1,0,0
ENSGALG00000049621,1,0,0,0,0,1,0,0,0,1,0,0
ENSGALG00000049622,85,125,73,294,43,433,233,67,157,62,115,73
ENSGALG00000049623,2,1,0,0,2,3,2,0,3,2,1,2
ENSGALG00000050172,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000049628,3,2,0,2,1,4,1,3,0,1,1,1
ENSGALG00000049629,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000050173,31,92,51,31,40,94,10,41,248,69,47,58
ENSGALG00000050170,4,2,1,19,0,7,0,2,1,1,1,6
ENSGALG00000032296,11,12,2,9,15,13,3,5,19,5,1,4
ENSGALG00000032298,7,16,3,14,7,53,47,0,18,8,13,12
ENSGALG00000041977,243,493,216,574,154,676,433,371,349,127,303,493
ENSGALG00000041972,236,369,289,317,142,544,228,319,268,174,299,269
ENSGALG00000041973,572,983,418,426,355,1166,473,293,847,587,363,572
ENSGALG00000041978,97,263,102,71,26,890,69,39,114,102,42,57
ENSGALG00000052765,168,285,149,315,198,589,275,170,481,192,312,224
ENSGALG00000009815,104,148,78,295,92,350,260,76,166,75,179,183
ENSGALG00000052766,2,1,0,1,5,2,3,1,3,1,1,1
ENSGALG00000039178,3751,5688,3270,7937,2738,11750,5411,3704,5464,2949,5022,5110
ENSGALG00000039177,390,545,381,699,266,1482,488,406,463,250,514,337
ENSGALG00000052761,1,1,0,1,1,1,1,1,1,1,1,1
ENSGALG00000012712,223,409,146,359,106,686,343,194,622,178,317,309
ENSGALG00000039173,342,490,390,616,307,587,502,173,874,560,376,438
ENSGALG00000012715,660,1099,416,1437,615,1500,983,1032,1220,605,870,857
ENSGALG00000039171,64,82,24,42,8,115,46,0,62,44,30,52
ENSGALG00000039170,1062,885,292,504,688,1348,1054,1428,2255,348,489,1334
ENSGALG00000052763,1675,2816,1398,1567,1196,7222,1590,1049,2829,2043,957,1223
ENSGALG00000019873,134,265,111,232,74,428,192,74,93,82,165,245
ENSGALG00000047232,0,0,0,3,0,0,0,1,12,7,6,4
ENSGALG00000043535,218,281,139,290,94,691,256,213,168,94,247,263
ENSGALG00000043532,232,416,89,279,169,399,198,266,476,130,141,508
ENSGALG00000048508,58,60,32,23,21,225,5,21,31,36,13,11
ENSGALG00000048509,2,4,0,2,1,2,0,1,2,2,2,1
ENSGALG00000048506,0,1,0,1,0,0,0,2,1,1,1,0
ENSGALG00000048507,17,18,19,19,0,40,5,0,14,9,19,16
ENSGALG00000048504,0,1,3,1,0,1,0,0,6,2,0,1
ENSGALG00000048505,6,5,5,7,3,5,1,0,2,1,1,3
ENSGALG00000048502,0,1,0,1,0,5,0,0,0,1,1,0
ENSGALG00000048503,47,91,0,54,46,117,21,58,94,54,61,65
ENSGALG00000048500,2,1,0,1,1,0,1,1,1,1,1,1
ENSGALG00000048501,79,72,21,51,63,171,57,121,124,57,40,45
ENSGALG00000002428,0,24,0,1,0,3,0,0,0,2,3,0
ENSGALG00000002421,973,1284,563,1386,758,2432,1507,1362,2322,434,700,1404
ENSGALG00000002427,740,735,120,201,330,390,195,146,382,399,174,352
ENSGALG00000002426,123,212,62,116,38,248,80,45,63,80,72,103
ENSGALG00000002424,664,842,398,994,520,1381,661,619,709,405,570,546
ENSGALG00000029909,804,1476,813,1382,579,2098,1072,741,979,569,859,765
ENSGALG00000009372,161,192,105,523,146,714,292,110,316,196,225,158
ENSGALG00000054098,1,1,0,1,1,9,1,0,1,1,1,0
ENSGALG00000054095,3,10,1,2,0,0,3,0,8,2,2,3
ENSGALG00000054094,0,1,0,1,0,0,0,0,0,1,1,0
ENSGALG00000054097,1,1,0,1,1,1,0,1,0,0,1,1
ENSGALG00000054096,271,217,199,732,252,991,446,364,378,157,334,313
ENSGALG00000054091,1,1,0,1,0,1,1,1,0,0,1,1
ENSGALG00000054090,0,0,0,2,0,0,0,0,0,0,0,0
ENSGALG00000054093,0,0,0,0,0,0,0,0,0,0,2,0
ENSGALG00000009379,2049,3217,1675,3888,1309,6315,2694,1596,3142,1484,2024,2106
ENSGALG00000028897,127,201,145,370,126,521,166,124,195,55,168,121
ENSGALG00000025950,1237,2188,920,1753,854,4593,1118,1059,1584,1078,1047,1120
ENSGALG00000025951,1,0,3,2,0,13,0,0,1,0,1,1
ENSGALG00000025952,0,3,2,2,2,2,7,5,0,0,0,1
ENSGALG00000025955,272,6,5,181,81,227,109,1,307,178,138,236
ENSGALG00000025957,2,5,2,2,1,4,1,2,3,1,2,2
ENSGALG00000025958,361282,368131,213806,498060,392212,672070,315529,461002,1011115,269482,297381,374512
ENSGALG00000025959,51,61,19,146,25,135,44,40,18,19,94,62
ENSGALG00000054547,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054546,1,0,1,1,2,1,0,0,0,1,1,0
ENSGALG00000054545,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000054544,6,29,0,9,2,36,2,5,35,11,9,6
ENSGALG00000054543,1,1,1,1,1,1,1,0,1,1,1,1
ENSGALG00000054542,133,245,49,375,101,571,340,137,482,193,144,109
ENSGALG00000054541,1,3,4,1,0,5,0,0,0,2,0,3
ENSGALG00000054540,1,0,4,1,0,1,0,0,1,1,0,0
ENSGALG00000054549,0,0,0,0,0,0,1,0,0,0,0,0
ENSGALG00000054548,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053014,0,1,0,1,0,2,1,0,4,0,0,0
ENSGALG00000053015,2,2,1,2,2,2,1,1,1,2,3,2
ENSGALG00000053016,3,10,0,0,0,8,0,1,0,3,7,2
ENSGALG00000053017,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000053010,0,0,0,0,0,1,0,0,0,1,0,0
ENSGALG00000053011,1,1,0,1,1,1,1,0,1,1,1,1
ENSGALG00000053012,0,5,0,1,0,1,0,0,2,0,0,0
ENSGALG00000053013,742,738,207,1562,374,1224,947,654,948,225,660,971
ENSGALG00000053018,1,1,0,0,0,0,0,0,0,0,1,0
ENSGALG00000053019,111,87,39,69,43,60,21,48,98,24,82,53
ENSGALG00000008969,15,32,17,57,21,29,44,14,53,2,40,57
ENSGALG00000008960,14,32,9,10,25,47,13,36,31,8,25,16
ENSGALG00000008962,1085,1495,856,1434,555,3298,1117,957,1150,632,982,1153
ENSGALG00000008963,339,550,296,533,244,1381,490,338,381,148,346,379
ENSGALG00000016592,81,83,33,57,48,112,72,10,23,28,31,28
ENSGALG00000016590,243,269,208,216,119,1763,257,1,190,146,127,100
ENSGALG00000016591,536,989,415,922,482,798,388,469,943,586,566,297
ENSGALG00000016595,452,1041,519,406,402,1216,395,405,1034,519,460,438
ENSGALG00000039238,8389,12877,5560,21627,7302,20988,16170,3048,20381,6571,12828,10652
ENSGALG00000039239,37,28,23,52,6,180,94,42,79,16,17,26
ENSGALG00000047028,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047029,5,3,1,14,3,9,11,7,1,13,5,2
ENSGALG00000047020,11,35,9,20,0,28,0,13,13,12,15,4
ENSGALG00000047021,1,1,0,3,3,1,1,1,1,1,2,1
ENSGALG00000047022,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000047023,1,1,3,1,1,0,0,0,1,1,1,2
ENSGALG00000047024,260,398,175,391,270,786,245,330,1953,407,263,333
ENSGALG00000047025,11,60,35,9,4,137,16,11,33,14,13,7
ENSGALG00000047026,31,35,10,24,9,16,17,8,51,13,18,14
ENSGALG00000047027,33,55,50,21,30,30,33,32,109,90,46,52
ENSGALG00000016624,1029,1926,975,1186,720,2126,989,1052,1600,941,864,1258
ENSGALG00000029249,81,87,41,95,35,134,33,28,85,45,66,87
ENSGALG00000016620,2,6,7,1,0,0,7,0,1,2,3,5
ENSGALG00000016622,2613,3500,1858,4730,2735,3223,3450,2646,2138,2166,2972,2614
ENSGALG00000029244,2683,5540,2822,3486,1774,7902,2602,2121,4504,2761,2644,2853
ENSGALG00000029247,1587,2556,1224,2946,1471,4017,1916,2062,3446,1329,2067,2186
ENSGALG00000014994,0,0,0,6,0,0,0,0,13,2,11,16
ENSGALG00000014995,652,1117,495,781,412,1288,708,356,793,351,464,703
ENSGALG00000014997,166,293,129,226,166,297,173,38,358,108,150,151
ENSGALG00000014991,944,1809,1061,2139,714,4263,1673,939,1633,840,1266,1495
ENSGALG00000014992,146,65,30,275,126,505,332,255,112,34,188,94
ENSGALG00000014998,215,304,153,419,125,535,366,188,301,171,271,326
ENSGALG00000014999,1965,2571,1781,6182,1561,7783,4124,2139,4042,1272,3286,2974
ENSGALG00000036120,0,4,0,0,0,0,0,0,0,4,0,0
ENSGALG00000052655,1,1,0,1,0,1,1,1,1,1,1,0
ENSGALG00000052654,0,1,0,0,0,0,0,0,0,0,1,0
ENSGALG00000052657,1,5,0,6,0,1,7,0,5,1,2,1
ENSGALG00000052656,0,1,0,0,0,0,0,0,0,1,1,0
ENSGALG00000052651,17,4,4,0,0,54,3,0,11,15,3,2
ENSGALG00000052650,150,215,140,256,107,429,191,158,122,111,230,286
ENSGALG00000052653,475,569,294,667,360,878,628,449,877,233,429,613
ENSGALG00000052652,183,293,96,137,97,308,118,136,265,179,152,136
ENSGALG00000052659,386,490,186,704,252,1057,475,268,538,198,434,395
ENSGALG00000052658,161,243,157,215,171,606,239,163,491,160,209,235
ENSGALG00000011016,2537,4519,2075,2461,1548,3954,2279,2712,4998,2608,2802,3841
ENSGALG00000011017,813,1717,769,1809,776,2314,1172,797,1597,702,1227,963
ENSGALG00000011013,1373,1981,774,2697,1068,2933,2031,1554,2778,863,1942,1861
ENSGALG00000050659,1,1,0,0,0,0,0,0,0,0,1,1
ENSGALG00000050658,1,1,3,5,0,2,0,0,1,1,1,0
ENSGALG00000050657,0,0,0,1,0,0,0,0,1,1,1,0
ENSGALG00000050656,50,47,22,48,26,71,24,46,64,46,31,17
ENSGALG00000050655,0,0,0,1,1,9,0,0,1,2,3,1
ENSGALG00000050654,0,1,1,1,0,1,0,1,1,1,1,0
ENSGALG00000050653,1,1,0,1,0,1,1,1,1,1,1,1
ENSGALG00000050652,15,19,5,23,7,21,13,11,6,9,10,12
ENSGALG00000050651,47,20,33,124,68,226,121,23,93,52,85,28
ENSGALG00000011019,1075,1149,410,1085,787,1674,1292,629,1529,697,803,845
ENSGALG00000014668,122,367,165,251,122,534,347,120,307,91,278,307
ENSGALG00000014664,470,452,232,1406,646,1148,1315,429,968,490,1109,665
ENSGALG00000014662,845,2123,772,689,726,1903,618,1161,1226,1128,560,1008
ENSGALG00000014661,447,709,463,1368,572,1502,1032,512,1243,684,985,677
ENSGALG00000027940,0,0,0,1,1,1,0,0,1,1,1,0
ENSGALG00000033716,1,0,0,1,0,1,1,0,2,1,1,1
ENSGALG00000027947,17,8,3,6,19,30,6,26,24,9,10,24
ENSGALG00000027949,17,4,2,24,3,60,36,2,29,1,12,7
ENSGALG00000040553,1019,2351,1436,2930,1023,2279,1332,1428,3154,1314,2095,1609
ENSGALG00000040557,68,128,54,51,60,509,37,33,70,42,36,38
ENSGALG00000046863,7,1,11,20,3,27,8,1,10,3,7,28
ENSGALG00000046862,755,979,557,1257,252,2303,741,544,973,457,677,722
ENSGALG00000046861,4,5,2,4,2,3,0,3,4,5,4,2
ENSGALG00000046860,0,2,0,0,1,0,0,0,2,1,3,0
ENSGALG00000046867,1039,2045,876,1138,964,2197,970,1557,2046,1240,1092,1348
ENSGALG00000046866,1,1,5,2,1,1,1,1,1,2,2,1
ENSGALG00000046865,1,2,0,1,1,4,1,0,1,1,0,2
ENSGALG00000046864,4,3,2,2,1,2,2,1,1,2,2,1
ENSGALG00000046869,7,2,1,2,3,1,1,5,2,1,3,1
ENSGALG00000046868,0,0,0,0,0,5,0,0,0,1,0,0
ENSGALG00000051308,0,1,0,0,0,0,0,0,0,1,0,0
ENSGALG00000051309,1,1,1,1,1,0,1,1,1,1,1,1
ENSGALG00000051302,20,37,8,17,11,15,0,6,18,26,17,17
ENSGALG00000051303,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051300,2,4,0,8,2,10,0,3,13,4,9,1
ENSGALG00000051301,4,3,0,0,1,0,0,0,6,2,0,0
ENSGALG00000051306,1,1,0,1,1,1,0,1,1,1,1,1
ENSGALG00000051307,3,0,1,1,0,2,0,1,0,0,0,0
ENSGALG00000051304,1,1,1,1,0,0,1,0,1,1,2,0
ENSGALG00000051305,1,2,1,1,1,1,2,0,1,1,1,1
ENSGALG00000040087,2939,5042,2044,3399,2610,6642,3622,1949,8688,4002,2776,3417
ENSGALG00000040086,1450,2587,1489,35,16,5568,11,1798,16,9,14,2134
ENSGALG00000040084,147,314,154,292,79,315,218,200,225,77,117,162
ENSGALG00000040089,893,1136,542,1303,508,2378,1014,694,1065,540,974,993
ENSGALG00000044709,11,17,4,9,3,31,12,0,19,5,4,7
ENSGALG00000008108,3283,5909,3250,4232,1885,6565,2460,3060,3710,1947,3232,4277
ENSGALG00000008107,1818,2549,1207,2311,1098,4044,2193,1598,2705,1099,1503,2160
ENSGALG00000044705,307,667,263,320,269,724,376,351,541,372,300,380
ENSGALG00000008100,26,20,9,18,0,54,22,29,39,19,18,4
ENSGALG00000005509,443,371,156,438,250,858,293,206,469,287,395,333
ENSGALG00000005503,256,503,266,392,220,581,234,230,685,318,192,330
ENSGALG00000005502,66,112,119,230,141,359,210,306,207,45,161,272
ENSGALG00000005505,1098,1402,670,2181,779,3707,1521,1071,1064,447,1168,1068
ENSGALG00000005504,0,2,0,0,1,0,0,0,1,0,1,0
ENSGALG00000005507,5623,12568,6266,6508,3554,16340,4871,4574,9063,5968,5670,5851
ENSGALG00000005506,15,24,26,46,7,31,13,24,29,4,15,16
ENSGALG00000040969,505,876,452,577,328,1165,597,417,964,496,544,453
ENSGALG00000011904,442,551,255,791,384,926,482,267,733,166,368,418
ENSGALG00000050183,1,3,0,18,5,37,12,5,3,4,1,0
ENSGALG00000011900,561,844,441,459,266,1322,488,422,850,414,436,361
ENSGALG00000011902,219,631,280,193,198,218,150,55,535,297,283,217
ENSGALG00000051467,54,76,83,18,22,208,17,53,62,60,36,34
ENSGALG00000011908,1044,1368,657,2057,1071,3993,1586,713,2309,845,1173,1280
ENSGALG00000050181,1,1,0,1,1,1,1,1,1,2,2,1
ENSGALG00000050180,1,1,0,1,1,4,1,1,2,1,2,1
ENSGALG00000028380,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000051464,12,17,12,42,16,24,14,3,21,5,19,7
ENSGALG00000050186,13,6,3,11,6,7,14,20,12,12,7,6
ENSGALG00000005257,545,837,486,590,233,3298,479,419,415,237,328,493
ENSGALG00000005256,1061,1804,825,2698,1126,2531,1909,1435,2844,1264,1929,1245
ENSGALG00000040962,174,346,102,217,173,478,284,180,495,342,229,193
ENSGALG00000007902,2122,2512,1363,3449,1312,4798,2174,2090,2333,1033,2384,2270
ENSGALG00000007900,445,623,265,386,234,700,302,237,446,298,296,444
ENSGALG00000007907,137,218,62,161,107,182,71,186,193,162,135,147
ENSGALG00000007906,2,22,0,4,9,20,6,1,4,5,3,12
ENSGALG00000007905,7994,12666,7054,9302,5445,16530,8636,6376,16882,10144,8823,7812
ENSGALG00000007904,829,1872,938,1193,681,1978,746,728,1471,991,1062,1264
ENSGALG00000037350,3,1,1,3,1,3,3,1,3,1,1,1
ENSGALG00000045073,1,0,0,1,0,2,0,0,0,0,1,0
ENSGALG00000037352,3,5,1,5,2,7,4,5,10,2,1,2
ENSGALG00000045074,32,63,31,88,88,71,87,0,148,98,96,31
ENSGALG00000037682,2984,1744,910,1959,2083,8636,4410,1821,3717,554,1241,6607
ENSGALG00000037687,4,0,0,0,14,0,0,0,0,0,0,0
ENSGALG00000037686,653,1115,784,1331,650,2390,885,809,652,494,859,986
ENSGALG00000037688,795,1576,653,678,697,1769,855,820,1473,828,686,996
ENSGALG00000006361,106,253,80,204,74,40,79,136,344,99,187,100
ENSGALG00000006362,1,1,0,1,1,1,1,1,1,1,1,0
ENSGALG00000006363,3044,4966,2529,6820,2490,8441,4920,3304,4711,2301,4801,4099
ENSGALG00000006367,115,170,97,112,79,267,160,100,226,70,90,118
ENSGALG00000006368,39,17,32,74,21,94,67,0,37,12,28,54
ENSGALG00000015458,805,1063,497,560,523,809,663,474,900,928,594,667
ENSGALG00000044093,0,4,0,0,0,0,0,0,0,0,0,1
ENSGALG00000038858,1705,3101,1370,3309,1249,4083,2347,1854,2853,1461,2514,2515
ENSGALG00000038850,2138,4066,1336,5457,2287,5124,3909,2154,5267,2392,4293,3025
ENSGALG00000035260,396,1172,512,424,350,1070,380,424,975,852,581,498
ENSGALG00000035266,1536,2816,1432,3952,1071,3914,2681,1670,2332,1306,2769,1942
ENSGALG00000036089,96,213,67,60,79,142,62,113,169,92,77,86
ENSGALG00000036086,1809,3165,1303,861,1183,4787,1100,1181,2557,2413,1036,1277
ENSGALG00000036085,3031,4662,1979,4152,2390,5164,3193,2827,7823,3330,3239,3281
ENSGALG00000036082,1,1,1,2,1,1,0,0,1,1,4,1
ENSGALG00000007012,768,1218,638,1558,470,2208,1146,635,1145,437,931,1109
ENSGALG00000007015,281,701,294,153,122,953,193,220,374,312,194,277
ENSGALG00000007014,22,117,27,28,12,60,26,22,70,36,40,39
ENSGALG00000007017,413,846,336,471,234,807,90,275,613,328,329,464
ENSGALG00000007016,92,153,31,82,57,209,60,0,38,68,54,46
ENSGALG00000007018,150,237,112,108,83,301,137,140,221,175,136,160
ENSGALG00000042936,13,27,3,15,20,22,0,0,14,8,1,37
ENSGALG00000042931,3,0,0,0,3,0,0,0,0,0,0,4
ENSGALG00000048348,2,3,6,6,5,2,1,13,5,3,2,1
ENSGALG00000048349,157,298,159,213,179,682,167,105,377,194,104,146
ENSGALG00000026849,10,4,0,1,4,1,1,1,26,1,1,3
ENSGALG00000048344,0,1,0,0,1,1,0,0,0,0,0,2
ENSGALG00000048345,39,69,48,130,12,156,83,21,62,22,66,33
ENSGALG00000048346,16,1,0,0,10,1,9,1,0,11,11,0
ENSGALG00000048347,2,4,4,3,1,0,1,0,1,1,4,2
ENSGALG00000048340,7,0,0,10,1,16,0,0,2,6,6,2
ENSGALG00000048341,0,0,0,0,0,0,0,0,1,1,1,0
ENSGALG00000048342,0,0,0,0,0,1,0,0,0,0,1,1
ENSGALG00000048343,1006,546,292,724,530,1981,1107,938,1159,282,538,1106
ENSGALG00000035194,488,727,363,221,269,2541,268,191,547,471,147,215
ENSGALG00000035191,1,5,5,4,2,6,1,1,1,1,1,5
ENSGALG00000002621,290,380,184,308,217,370,98,156,458,290,283,253
ENSGALG00000002623,252,454,214,385,330,1023,599,505,960,206,580,541
ENSGALG00000002622,420,813,344,287,228,925,303,315,626,466,307,402
ENSGALG00000035199,32,155,50,97,62,74,39,77,45,89,39,50
ENSGALG00000035198,7,3,3,12,1,9,17,1,32,10,8,9
ENSGALG00000046030,27,50,28,64,28,64,16,0,66,32,29,32
ENSGALG00000043047,204,301,146,619,210,568,586,241,778,299,416,381
ENSGALG00000043044,194,278,197,374,104,481,287,136,227,122,233,244
ENSGALG00000036556,1690,2372,1484,2761,880,5885,2374,1093,1552,905,1689,1947
ENSGALG00000043041,205,389,151,115,114,389,138,194,240,142,144,139
ENSGALG00000004663,1715,2188,1285,3215,1301,5935,2651,1806,2104,1057,1994,1925
ENSGALG00000004662,3843,6028,2492,5513,2307,6189,4052,4035,7068,3455,4645,5216
ENSGALG00000004661,210,344,158,95,66,358,98,78,240,170,109,132
ENSGALG00000004660,0,4,11,23,0,42,19,0,17,13,4,20
ENSGALG00000004667,1181,1438,715,2495,969,4081,1829,1139,2217,1251,1479,1123
ENSGALG00000004665,2,1,0,0,0,21,0,0,0,5,1,0
ENSGALG00000004669,28,21,1,43,5,103,68,31,43,17,19,58
ENSGALG00000033698,83,138,40,175,39,210,92,93,106,71,93,97
ENSGALG00000033690,473,648,467,839,313,1317,439,447,498,264,458,540
ENSGALG00000033694,5037,6941,3644,1191,1331,12233,795,1249,3390,3793,752,1475
ENSGALG00000033695,5,3,11,1,1,1,1,0,8,8,1,2
ENSGALG00000033696,3616,5057,1872,3429,2539,6696,4213,3995,7162,2361,2503,4687
ENSGALG00000002993,1364,1399,1116,1721,1252,4760,2080,1764,3422,729,1541,2595
ENSGALG00000002992,990,1237,788,1544,689,1309,978,981,824,673,1848,1346
ENSGALG00000002990,4785,9676,4814,3727,3541,8099,2850,5022,6129,4890,3562,5594
ENSGALG00000004594,48385,78734,33671,30739,19588,217993,26730,22745,53091,36488,18569,26116
ENSGALG00000004597,1104,2068,760,1918,1031,2301,1312,1158,2866,1488,1210,1157
ENSGALG00000004591,35,45,15,25,15,94,34,0,61,11,34,36
ENSGALG00000004590,1378,2066,948,3692,1321,3821,2837,1516,3328,995,2554,1959
ENSGALG00000004593,1220,1795,788,1312,717,2359,954,1269,948,633,1291,1130
ENSGALG00000010198,11,41,7,10,10,46,31,0,0,1,11,7
ENSGALG00000004598,869,1072,268,599,631,1114,934,440,1630,708,652,918
ENSGALG00000047341,3,1,1,2,1,1,1,0,1,1,1,1
ENSGALG00000047340,0,0,0,0,0,3,0,0,0,0,0,0
ENSGALG00000047343,5,1,1,0,1,3,1,0,0,9,1,1
ENSGALG00000047342,293,241,147,718,184,932,411,287,444,125,332,508
ENSGALG00000047345,0,0,0,0,0,0,0,0,0,1,1,0
ENSGALG00000047344,1,1,1,1,1,1,0,1,1,1,1,1
ENSGALG00000047347,859,638,185,657,174,626,256,395,1176,660,607,303
ENSGALG00000047346,15,22,17,43,7,133,0,0,14,1,0,40
ENSGALG00000047349,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000047348,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000021017,349,299,68,91,204,254,85,206,282,409,59,79
ENSGALG00000049127,12,16,8,22,3,47,16,19,9,12,10,32
ENSGALG00000049126,0,3,0,1,1,2,0,0,3,0,1,0
ENSGALG00000049125,0,1,0,4,1,1,0,0,2,0,2,0
ENSGALG00000049124,1,1,1,1,1,5,1,0,1,1,1,1
ENSGALG00000049123,5,8,0,1,4,62,4,1,31,9,5,7
ENSGALG00000049122,33,24,10,40,0,74,2,26,6,6,13,13
ENSGALG00000049121,1,1,0,3,2,2,0,0,1,6,1,7
ENSGALG00000049120,1,1,0,2,2,0,0,0,0,1,1,0
ENSGALG00000049129,7,13,8,19,6,87,8,20,7,14,10,6
ENSGALG00000049128,10,19,4,15,0,0,0,0,12,13,0,7
ENSGALG00000052512,1,1,1,5,0,1,0,0,7,1,1,0
ENSGALG00000052513,17,8,1,18,3,1,6,0,15,3,16,10
ENSGALG00000052510,1,16,6,34,4,10,5,1,4,3,15,10
ENSGALG00000052511,260,421,261,404,246,718,263,203,348,288,280,355
ENSGALG00000052516,2,1,6,1,7,19,9,1,18,0,0,0
ENSGALG00000052517,2,2,0,2,2,2,22,1,2,3,2,1
ENSGALG00000052514,1369,2627,1646,1036,1182,11647,1125,739,2272,1829,751,892
ENSGALG00000052515,461,807,418,372,391,894,338,317,949,559,403,449
ENSGALG00000052518,3,4,0,2,1,2,0,0,0,6,2,6
ENSGALG00000052519,456,988,308,233,291,1144,236,256,733,432,298,499
ENSGALG00000030647,77,131,43,40,35,77,43,48,189,113,53,62
ENSGALG00000019240,101,33,12,30,25,23,22,31,24,29,20,12
ENSGALG00000030643,149,305,129,234,62,447,147,114,242,212,189,171
ENSGALG00000048832,0,1,0,1,0,1,0,0,1,1,0,0
ENSGALG00000048833,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000048830,244,375,117,345,173,649,317,358,526,260,260,275
ENSGALG00000048831,109,113,48,177,124,24,192,88,39,118,18,198
ENSGALG00000048836,145,319,118,293,102,246,251,127,304,89,238,339
ENSGALG00000048837,13,52,35,61,10,53,62,56,23,11,33,18
ENSGALG00000048834,0,0,0,0,0,3,0,0,0,0,0,0
ENSGALG00000048835,0,1,0,0,1,0,0,1,1,1,0,1
ENSGALG00000048838,3,1,1,4,1,2,0,1,4,1,8,2
ENSGALG00000048839,4,4,2,2,4,4,7,3,5,1,1,1
ENSGALG00000023521,407,373,175,251,315,759,607,432,1011,446,237,408
ENSGALG00000026542,304,332,231,617,234,1159,402,379,381,172,376,284
ENSGALG00000026547,128,147,77,432,89,276,264,59,276,107,286,177
ENSGALG00000020879,644,894,402,1176,444,2337,897,698,750,328,599,861
ENSGALG00000020876,38,112,19,95,30,190,81,29,71,15,39,50
ENSGALG00000047618,62,9,0,27,3,3,4,1,14,13,18,2
ENSGALG00000026098,0,0,0,3,5,42,4,1,0,3,0,6
ENSGALG00000026091,17,24,23,64,11,48,29,10,46,16,19,20
ENSGALG00000026092,27,39,1,15,22,52,7,0,14,11,12,11
ENSGALG00000038926,2208,4072,1605,2331,1493,4719,2137,1443,942,2720,1287,2034
ENSGALG00000038924,826,958,523,1453,581,1900,1254,712,915,460,924,865
ENSGALG00000038923,274,463,207,450,323,1031,636,556,585,115,688,541
ENSGALG00000039108,2378,3927,1642,2469,1994,4807,2906,2129,5968,3113,2601,2283
ENSGALG00000038920,1,5,0,2,0,1,2,0,1,0,3,17
ENSGALG00000042657,13,15,9,7,6,42,2,2,3,11,12,1
ENSGALG00000042651,522,897,366,912,295,1918,837,541,627,240,471,493
ENSGALG00000013672,164,159,139,272,105,217,210,80,345,160,63,173
ENSGALG00000013674,1715,1990,914,1597,1103,1784,976,1496,1448,859,1373,2204
ENSGALG00000042584,10,0,0,15,8,27,5,0,12,12,15,10
ENSGALG00000042587,326,621,300,242,137,1393,141,237,431,278,164,234
ENSGALG00000039032,1774,1920,600,426,446,465,278,510,587,1113,387,752
ENSGALG00000042588,16,23,4,14,10,42,0,5,34,34,18,16
ENSGALG00000042589,355,721,308,176,190,367,239,324,612,292,215,304
ENSGALG00000039034,308,386,221,575,207,764,423,226,323,241,350,367
ENSGALG00000015486,352,627,214,497,193,935,378,367,748,269,385,495
ENSGALG00000012109,1523,2490,1153,2424,864,5806,1822,1046,1301,896,1340,1463
ENSGALG00000012101,931,1898,789,1674,749,1930,1002,1048,1325,629,1314,1102
ENSGALG00000012100,46,38,8,63,33,59,44,12,14,32,14,52
ENSGALG00000012103,32,65,37,90,40,252,103,27,64,24,62,21
ENSGALG00000042055,261,322,217,513,295,782,561,199,973,525,347,296
ENSGALG00000015733,14647,22771,10605,40966,13048,46919,28901,19703,30859,13077,22805,25140
ENSGALG00000015730,41,0,0,13,0,0,0,0,6,7,0,0
ENSGALG00000040342,1253,2165,926,1297,882,2746,1039,1298,2620,1409,1067,1550
